activity,parkCode,states,fullName
Shopping,samo,CA,Santa Monica Mountains National Recreation Area
Shopping,sand,CO,Sand Creek Massacre National Historic Site
Shopping,sapu,NM,Salinas Pueblo Missions National Monument
Shopping,sara,NY,Saratoga National Historical Park
Shopping,scbl,NE,Scotts Bluff National Monument
Shopping,seki,CA,Sequoia & Kings Canyon National Parks
Shopping,semo,AL,Selma To Montgomery National Historic Trail
Shopping,shen,VA,Shenandoah National Park
Shopping,shil,"TN,MS",Shiloh National Military Park
Shopping,slbe,MI,Sleeping Bear Dunes National Lakeshore
Shopping,spar,MA,Springfield Armory National Historic Site
Shopping,stea,PA,Steamtown National Historic Site
Shopping,stge,MO,Ste. Geneviève National Historical Park
Shopping,stli,NY,Statue Of Liberty National Monument
Shopping,stri,TN,Stones River National Battlefield
Shopping,stsp,"DC,MD,VA",Star-Spangled Banner National Historic Trail
Shopping,sucr,AZ,Sunset Crater Volcano National Monument
Shopping,tapr,KS,Tallgrass Prairie National Preserve
Shopping,thrb,NY,Theodore Roosevelt Birthplace National Historic Site
Shopping,thro,ND,Theodore Roosevelt National Park
Shopping,thst,MD,Thomas Stone National Historic Site
Shopping,timu,FL,Timucuan Ecological & Historic Preserve
Shopping,tont,AZ,Tonto National Monument
Shopping,tule,CA,Tule Lake National Monument
Shopping,tuma,AZ,Tumacácori National Historical Park
Shopping,tuzi,AZ,Tuzigoot National Monument
Shopping,ulsg,MO,Ulysses S Grant National Historic Site
Shopping,upde,"NY,PA",Upper Delaware Scenic & Recreational River
Shopping,vafo,PA,Valley Forge National Historical Park
Shopping,vall,NM,Valles Caldera National Preserve
Shopping,valr,HI,Pearl Harbor National Memorial
Shopping,vama,NY,Vanderbilt Mansion National Historic Site
Shopping,vick,"MS,LA",Vicksburg National Military Park
Shopping,viis,VI,Virgin Islands National Park
Shopping,voya,MN,Voyageurs National Park
Shopping,waba,OK,Washita Battlefield National Historic Site
Shopping,waca,AZ,Walnut Canyon National Monument
Shopping,wamo,DC,Washington Monument
Shopping,wapa,GU,War In The Pacific National Historical Park
Shopping,whho,DC,The White House and President's Park
Shopping,whis,CA,Whiskeytown National Recreation Area
Shopping,whmi,WA,Whitman Mission National Historic Site
Shopping,wica,SD,Wind Cave National Park
Shopping,wicl,AR,President William Jefferson Clinton Birthplace Home National Historic Site
Shopping,wicr,MO,Wilson's Creek National Battlefield
Shopping,wiho,OH,William Howard Taft National Historic Site
Shopping,wing,WA,Wing Luke Museum Affiliated Area
Shopping,wrbr,NC,Wright Brothers National Memorial
Shopping,wrst,AK,Wrangell - St Elias National Park & Preserve
Shopping,wupa,AZ,Wupatki National Monument
Shopping,yell,"ID,MT,WY",Yellowstone National Park
Shopping,york,VA,Yorktown Battlefield Part of Colonial National Historical Park
Shopping,yose,CA,Yosemite National Park
Shopping,zion,UT,Zion National Park
Skiing,acad,ME,Acadia National Park
Skiing,band,NM,Bandelier National Monument
Skiing,bica,"MT,WY",Bighorn Canyon National Recreation Area
Skiing,biho,MT,Big Hole National Battlefield
Skiing,blca,CO,Black Canyon Of The Gunnison National Park
Skiing,brca,UT,Bryce Canyon National Park
Skiing,caco,MA,Cape Cod National Seashore
Skiing,cato,MD,Catoctin Mountain Park
Skiing,cebr,UT,Cedar Breaks National Monument
Skiing,choh,"DC,MD,WV",Chesapeake & Ohio Canal National Historical Park
Skiing,ciro,ID,City Of Rocks National Reserve
Skiing,crla,OR,Crater Lake National Park
Skiing,crmo,ID,Craters Of The Moon National Monument & Preserve
Skiing,cure,CO,Curecanti National Recreation Area
Skiing,cuva,OH,Cuyahoga Valley National Park
Skiing,dena,AK,Denali National Park & Preserve
Skiing,dewa,"NJ,PA",Delaware Water Gap National Recreation Area
Skiing,dino,"CO,UT",Dinosaur National Monument
Skiing,fomc,MD,Fort McHenry National Monument and Historic Shrine
Skiing,fone,PA,Fort Necessity National Battlefield
Skiing,frhi,PA,Friendship Hill National Historic Site
Skiing,glac,MT,Glacier National Park
Skiing,grba,NV,Great Basin National Park
Skiing,grpo,MN,Grand Portage National Monument
Skiing,grsa,CO,Great Sand Dunes National Park & Preserve
Skiing,grte,WY,Grand Teton National Park
Skiing,hofu,PA,Hopewell Furnace National Historic Site
Skiing,iatr,WI,Ice Age National Scenic Trail
Skiing,indu,IN,Indiana Dunes National Park
Skiing,kaww,ME,Katahdin Woods and Waters National Monument
Skiing,kefj,AK,Kenai Fjords National Park
Skiing,labe,CA,Lava Beds National Monument
Skiing,lacl,AK,Lake Clark National Park & Preserve
Skiing,lavo,CA,Lassen Volcanic National Park
Skiing,mabi,VT,Marsh - Billings - Rockefeller National Historical Park
Skiing,meve,CO,Mesa Verde National Park
Skiing,miss,MN,Mississippi National River & Recreation Area
Skiing,mnrr,"SD,NE",Missouri National Recreational River
Skiing,mora,WA,Mount Rainier National Park
Skiing,noco,"MI,MN,ND,NY,OH,PA,VT,WI",North Country National Scenic Trail
Skiing,olym,WA,Olympic National Park
Skiing,piro,MI,Pictured Rocks National Lakeshore
Skiing,romo,CO,Rocky Mountain National Park
Skiing,saga,NH,Saint-Gaudens National Historical Park
Skiing,sara,NY,Saratoga National Historical Park
Skiing,seki,CA,Sequoia & Kings Canyon National Parks
Skiing,slbe,MI,Sleeping Bear Dunes National Lakeshore
Skiing,vall,NM,Valles Caldera National Preserve
Skiing,voya,MN,Voyageurs National Park
Skiing,yell,"ID,MT,WY",Yellowstone National Park
Skiing,yose,CA,Yosemite National Park
Skiing,yuch,AK,Yukon - Charley Rivers National Preserve
Snorkeling,alka,HI,Ala Kahakai National Historic Trail
Snorkeling,bisc,FL,Biscayne National Park
Snorkeling,buis,VI,Buck Island Reef National Monument
Snorkeling,caha,NC,Cape Hatteras National Seashore
Snorkeling,chis,CA,Channel Islands National Park
Snorkeling,drto,FL,Dry Tortugas National Park
Snorkeling,guis,"FL,MS",Gulf Islands National Seashore
Snorkeling,lake,"AZ,NV",Lake Mead National Recreation Area
Snorkeling,npsa,AS,National Park of American Samoa
Snorkeling,puho,HI,Puʻuhonua o Hōnaunau National Historical Park
Snorkeling,sari,VI,Salt River Bay National Historical Park and Ecological Preserve
Snorkeling,vicr,VI,Virgin Islands Coral Reef National Monument
Snorkeling,viis,VI,Virgin Islands National Park
Snorkeling,wapa,GU,War In The Pacific National Historical Park
Snow Play,acad,ME,Acadia National Park
Snow Play,bica,"MT,WY",Bighorn Canyon National Recreation Area
Snow Play,cebr,UT,Cedar Breaks National Monument
Snow Play,ciro,ID,City Of Rocks National Reserve
Snow Play,crla,OR,Crater Lake National Park
Snow Play,cuva,OH,Cuyahoga Valley National Park
Snow Play,dena,AK,Denali National Park & Preserve
Snow Play,fost,NY,Fort Stanwix National Monument
Snow Play,glac,MT,Glacier National Park
Snow Play,grsa,CO,Great Sand Dunes National Park & Preserve
Snow Play,grte,WY,Grand Teton National Park
Snow Play,indu,IN,Indiana Dunes National Park
Snow Play,lacl,AK,Lake Clark National Park & Preserve
Snow Play,lavo,CA,Lassen Volcanic National Park
Snow Play,mabi,VT,Marsh - Billings - Rockefeller National Historical Park
Snow Play,miss,MN,Mississippi National River & Recreation Area
Snow Play,mora,WA,Mount Rainier National Park
Snow Play,olym,WA,Olympic National Park
Snow Play,piro,MI,Pictured Rocks National Lakeshore
Snow Play,romo,CO,Rocky Mountain National Park
Snow Play,saga,NH,Saint-Gaudens National Historical Park
Snow Play,sara,NY,Saratoga National Historical Park
Snow Play,seki,CA,Sequoia & Kings Canyon National Parks
Snow Play,yell,"ID,MT,WY",Yellowstone National Park
Snow Play,yose,CA,Yosemite National Park
Snowmobiling,acad,ME,Acadia National Park
Snowmobiling,bela,AK,Bering Land Bridge National Preserve
Snowmobiling,cebr,UT,Cedar Breaks National Monument
Snowmobiling,ciro,ID,City Of Rocks National Reserve
Snowmobiling,crla,OR,Crater Lake National Park
Snowmobiling,cure,CO,Curecanti National Recreation Area
Snowmobiling,dena,AK,Denali National Park & Preserve
Snowmobiling,grte,WY,Grand Teton National Park
Snowmobiling,kaww,ME,Katahdin Woods and Waters National Monument
Snowmobiling,kefj,AK,Kenai Fjords National Park
Snowmobiling,mora,WA,Mount Rainier National Park
Snowmobiling,piro,MI,Pictured Rocks National Lakeshore
Snowmobiling,voya,MN,Voyageurs National Park
Snowmobiling,wrst,AK,Wrangell - St Elias National Park & Preserve
Snowmobiling,yell,"ID,MT,WY",Yellowstone National Park
Snowmobiling,yuch,AK,Yukon - Charley Rivers National Preserve
Snowshoeing,acad,ME,Acadia National Park
Snowshoeing,apis,WI,Apostle Islands National Lakeshore
Snowshoeing,appa,"CT,GA,MA,MD,ME,NC,NH,NJ,NY,PA,TN,VA,VT,WV",Appalachian National Scenic Trail
Snowshoeing,band,NM,Bandelier National Monument
Snowshoeing,bica,"MT,WY",Bighorn Canyon National Recreation Area
Snowshoeing,biho,MT,Big Hole National Battlefield
Snowshoeing,blca,CO,Black Canyon Of The Gunnison National Park
Snowshoeing,brca,UT,Bryce Canyon National Park
Snowshoeing,caco,MA,Cape Cod National Seashore
Snowshoeing,cato,MD,Catoctin Mountain Park
Snowshoeing,cebr,UT,Cedar Breaks National Monument
Snowshoeing,choh,"DC,MD,WV",Chesapeake & Ohio Canal National Historical Park
Snowshoeing,ciro,ID,City Of Rocks National Reserve
Snowshoeing,crla,OR,Crater Lake National Park
Snowshoeing,crmo,ID,Craters Of The Moon National Monument & Preserve
Snowshoeing,cure,CO,Curecanti National Recreation Area
Snowshoeing,cuva,OH,Cuyahoga Valley National Park
Snowshoeing,dena,AK,Denali National Park & Preserve
Snowshoeing,dewa,"NJ,PA",Delaware Water Gap National Recreation Area
Snowshoeing,flfo,CO,Florissant Fossil Beds National Monument
Snowshoeing,glac,MT,Glacier National Park
Snowshoeing,grba,NV,Great Basin National Park
Snowshoeing,grsa,CO,Great Sand Dunes National Park & Preserve
Snowshoeing,grte,WY,Grand Teton National Park
Snowshoeing,iatr,WI,Ice Age National Scenic Trail
Snowshoeing,indu,IN,Indiana Dunes National Park
Snowshoeing,jeca,SD,Jewel Cave National Monument
Snowshoeing,kaww,ME,Katahdin Woods and Waters National Monument
Snowshoeing,kefj,AK,Kenai Fjords National Park
Snowshoeing,lacl,AK,Lake Clark National Park & Preserve
Snowshoeing,lavo,CA,Lassen Volcanic National Park
Snowshoeing,lecl,"IA,ID,IL,IN,KS,KY,MO,MT,NE,ND,OH,OR,PA,SD,WA,WV",Lewis & Clark National Historic Trail
Snowshoeing,mabi,VT,Marsh - Billings - Rockefeller National Historical Park
Snowshoeing,meve,CO,Mesa Verde National Park
Snowshoeing,mora,WA,Mount Rainier National Park
Snowshoeing,neen,"MA,CT",New England National Scenic Trail
Snowshoeing,noco,"MI,MN,ND,NY,OH,PA,VT,WI",North Country National Scenic Trail
Snowshoeing,olym,WA,Olympic National Park
Snowshoeing,pipe,MN,Pipestone National Monument
Snowshoeing,piro,MI,Pictured Rocks National Lakeshore
Snowshoeing,romo,CO,Rocky Mountain National Park
Snowshoeing,saga,NH,Saint-Gaudens National Historical Park
Snowshoeing,sara,NY,Saratoga National Historical Park
Snowshoeing,seki,CA,Sequoia & Kings Canyon National Parks
Snowshoeing,slbe,MI,Sleeping Bear Dunes National Lakeshore
Snowshoeing,vall,NM,Valles Caldera National Preserve
Snowshoeing,voya,MN,Voyageurs National Park
Snowshoeing,wrst,AK,Wrangell - St Elias National Park & Preserve
Snowshoeing,yell,"ID,MT,WY",Yellowstone National Park
Snowshoeing,yose,CA,Yosemite National Park
Surfing,alka,HI,Ala Kahakai National Historic Trail
Surfing,amme,MP,American Memorial Park
Surfing,asis,"MD,VA",Assateague Island National Seashore
Surfing,caco,MA,Cape Cod National Seashore
Surfing,caha,NC,Cape Hatteras National Seashore
Surfing,cana,FL,Canaveral National Seashore
Surfing,chis,CA,Channel Islands National Park
Surfing,goga,CA,Golden Gate National Recreation Area
Surfing,npnh,NY,National Parks of New York Harbor
Surfing,olym,WA,Olympic National Park
Surfing,redw,CA,Redwood National and State Parks
Swimming,acad,ME,Acadia National Park
Swimming,alka,HI,Ala Kahakai National Historic Trail
Swimming,amis,TX,Amistad National Recreation Area
Swimming,amme,MP,American Memorial Park
Swimming,apis,WI,Apostle Islands National Lakeshore
Swimming,asis,"MD,VA",Assateague Island National Seashore
Swimming,bica,"MT,WY",Bighorn Canyon National Recreation Area
Swimming,bisc,FL,Biscayne National Park
Swimming,biso,"KY,TN",Big South Fork National River & Recreation Area
Swimming,buff,AR,Buffalo National River
Swimming,buis,VI,Buck Island Reef National Monument
Swimming,caco,MA,Cape Cod National Seashore
Swimming,caha,NC,Cape Hatteras National Seashore
Swimming,cajo,"VA,MD,DE,DC,PA,NY",Captain John Smith Chesapeake National Historic Trail
Swimming,calo,NC,Cape Lookout National Seashore
Swimming,cana,FL,Canaveral National Seashore
Swimming,chat,GA,Chattahoochee River National Recreation Area
Swimming,chic,OK,Chickasaw National Recreation Area
Swimming,chis,CA,Channel Islands National Park
Swimming,crla,OR,Crater Lake National Park
Swimming,cuis,GA,Cumberland Island National Seashore
Swimming,cure,CO,Curecanti National Recreation Area
Swimming,dewa,"NJ,PA",Delaware Water Gap National Recreation Area
Swimming,drto,FL,Dry Tortugas National Park
Swimming,fiis,NY,Fire Island National Seashore
Swimming,gate,"NY,NJ",Gateway National Recreation Area
Swimming,glac,MT,Glacier National Park
Swimming,glca,"AZ,UT",Glen Canyon National Recreation Area
Swimming,grsa,CO,Great Sand Dunes National Park & Preserve
Swimming,guis,"FL,MS",Gulf Islands National Seashore
Swimming,hale,HI,Haleakalā National Park
Swimming,indu,IN,Indiana Dunes National Park
Swimming,lake,"AZ,NV",Lake Mead National Recreation Area
Swimming,laro,WA,Lake Roosevelt National Recreation Area
Swimming,lavo,CA,Lassen Volcanic National Park
Swimming,liri,AL,Little River Canyon National Preserve
Swimming,mnrr,"SD,NE",Missouri National Recreational River
Swimming,npnh,NY,National Parks of New York Harbor
Swimming,npsa,AS,National Park of American Samoa
Swimming,olym,WA,Olympic National Park
Swimming,orca,OR,Oregon Caves National Monument & Preserve
Swimming,ozar,MO,Ozark National Scenic Riverways
Swimming,pais,TX,Padre Island National Seashore
Swimming,piro,MI,Pictured Rocks National Lakeshore
Swimming,redw,CA,Redwood National and State Parks
Swimming,sajh,WA,San Juan Island National Historical Park
Swimming,sari,VI,Salt River Bay National Historical Park and Ecological Preserve
Swimming,slbe,MI,Sleeping Bear Dunes National Lakeshore
Swimming,timu,FL,Timucuan Ecological & Historic Preserve
Swimming,vicr,VI,Virgin Islands Coral Reef National Monument
Swimming,viis,VI,Virgin Islands National Park
Swimming,voya,MN,Voyageurs National Park
Swimming,whis,CA,Whiskeytown National Recreation Area
Swimming,yell,"ID,MT,WY",Yellowstone National Park
Swimming,yose,CA,Yosemite National Park
Team Sports,anac,DC,Anacostia Park
Team Sports,rira,MI,River Raisin National Battlefield Park
Tubing,biso,"KY,TN",Big South Fork National River & Recreation Area
Tubing,cajo,"VA,MD,DE,DC,PA,NY",Captain John Smith Chesapeake National Historic Trail
Tubing,chat,GA,Chattahoochee River National Recreation Area
Tubing,greg,NJ,Great Egg Harbor River
Tubing,grsa,CO,Great Sand Dunes National Park & Preserve
Tubing,niob,NE,Niobrara National Scenic River
Tubing,olym,WA,Olympic National Park
Tubing,ozar,MO,Ozark National Scenic Riverways
Tubing,sacn,"WI,MN",Saint Croix National Scenic Riverway
Tubing,sara,NY,Saratoga National Historical Park
Tubing,slbe,MI,Sleeping Bear Dunes National Lakeshore
Tubing,upde,"NY,PA",Upper Delaware Scenic & Recreational River
Tubing,voya,MN,Voyageurs National Park
Tubing,yose,CA,Yosemite National Park
Water Skiing,amis,TX,Amistad National Recreation Area
Water Skiing,chic,OK,Chickasaw National Recreation Area
Water Skiing,cure,CO,Curecanti National Recreation Area
Water Skiing,grsa,CO,Great Sand Dunes National Park & Preserve
Water Skiing,grte,WY,Grand Teton National Park
Water Skiing,lake,"AZ,NV",Lake Mead National Recreation Area
Water Skiing,voya,MN,Voyageurs National Park
Water Skiing,whis,CA,Whiskeytown National Recreation Area
Wildlife Watching,abli,KY,Abraham Lincoln Birthplace National Historical Park
Wildlife Watching,acad,ME,Acadia National Park
Wildlife Watching,agfo,NE,Agate Fossil Beds National Monument
Wildlife Watching,alag,AK,Alagnak Wild River
